,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,Rating
8552,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8553,0,1,0,Contract,,,Information Technology and Services,,0,20
8554,0,1,0,,,,,,0,9
8555,0,1,0,Full-time,,,,,0,11
8556,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Design,0,9
8557,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Product Management,0,8
8558,0,1,1,Full-time,,,Computer Software,Information Technology,0,14
8559,0,0,0,Full-time,,,,Marketing,0,17
8560,1,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Engineering,0,8
8561,0,1,1,Full-time,,Master's Degree,,Education,0,6
8562,0,1,0,Part-time,Entry level,High School or equivalent,Education Management,Customer Service,0,9
8563,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,26
8564,0,1,1,Full-time,Not Applicable,Unspecified,Events Services,Other,0,18
8565,0,1,0,,,,,,0,7
8566,1,1,1,Full-time,Associate,Bachelor's Degree,Education Management,Training,0,7
8567,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,9
8568,0,1,0,Full-time,,,,,0,13
8569,0,1,0,,,,,,0,10
8570,0,1,0,Full-time,,,Food Production,,0,12
8571,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
8572,0,0,0,Full-time,Entry level,Unspecified,Financial Services,Sales,0,16
8573,0,0,0,Full-time,,,Hospital & Health Care,,1,7
8574,0,1,0,Full-time,,,,,0,11
8575,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,,0,9
8576,0,0,0,Full-time,,,,,0,15
8577,0,1,0,Full-time,Mid-Senior level,Professional,Food & Beverages,Sales,0,14
8578,0,1,0,Full-time,,,,,0,9
8579,0,1,1,Part-time,Mid-Senior level,Vocational,Cosmetics,Sales,0,8
8580,0,1,1,Part-time,,,Food & Beverages,,0,11
8581,0,1,1,,,,,,0,10
8582,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,13
8583,0,1,0,,,,,Business Development,0,13
8584,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,9
8585,0,0,0,Full-time,,,Hospital & Health Care,,1,16
8586,0,0,0,Full-time,,,Management Consulting,,0,15
8587,0,0,0,Full-time,,,Hospital & Health Care,,1,17
8588,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Construction,,0,9
8589,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0,14
8590,0,1,0,Full-time,,,Marketing and Advertising,Marketing,0,12
8591,0,0,0,Full-time,,,Hospital & Health Care,,1,16
8592,0,0,0,Full-time,,,Management Consulting,,0,20
8593,0,0,0,,,,,,1,16
8594,0,0,0,Full-time,,,Hospital & Health Care,,1,6
8595,0,0,0,Full-time,,,Hospital & Health Care,,1,8
8596,0,1,0,Full-time,,,,,0,8
8597,0,0,0,Full-time,,,Hospital & Health Care,,1,6
8598,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0,15
8599,0,1,0,Full-time,Mid-Senior level,,Internet,Information Technology,0,7
8600,0,1,0,Contract,Associate,,Pharmaceuticals,Data Analyst,0,9
8601,0,0,0,Full-time,,,Hospital & Health Care,,1,7
8602,0,1,0,Temporary,,,Cosmetics,,0,11
8603,0,1,1,,,,,,0,8
8604,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,12
8605,0,1,0,Full-time,Associate,Doctorate,Hospital & Health Care,Health Care Provider,0,5
8606,0,1,0,Full-time,,,,,0,10
8607,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Consulting,0,7
8608,1,1,1,Part-time,Mid-Senior level,,Computer Software,Accounting/Auditing,0,14
8609,0,1,0,Full-time,,,,,0,11
8610,0,1,1,,,,,,0,6
8611,0,1,1,Full-time,Associate,,Computer Networking,,0,11
8612,0,1,1,Full-time,Director,Bachelor's Degree,Nonprofit Organization Management,Management,0,7
8613,0,1,0,Part-time,Mid-Senior level,Bachelor's Degree,Consumer Goods,Legal,0,12
8614,0,1,1,,,,,,0,0
8615,0,1,1,,,,,,0,12
8616,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0,7
8617,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0,6
8618,0,1,0,Contract,Not Applicable,,Internet,Consulting,0,9
8619,0,1,1,Part-time,Entry level,High School or equivalent,Facilities Services,General Business,0,10
8620,0,1,0,,,,,,0,6
8621,0,1,1,Full-time,,,,,0,11
8622,0,1,1,Contract,Mid-Senior level,,Computer Software,Design,0,12
8623,0,1,1,Full-time,Executive,Bachelor's Degree,Hospital & Health Care,Finance,0,13
8624,0,0,0,Full-time,Mid-Senior level,High School or equivalent,Construction,Other,0,10
8625,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Consulting,0,8
8626,1,1,1,,,Some High School Coursework,Professional Training & Coaching,Education,0,11
8627,0,1,1,Full-time,,,Computer Software,Management,0,12
8628,0,0,0,Full-time,,,Information Technology and Services,,0,13
8629,0,1,1,Full-time,,,,,0,11
8630,0,1,0,Full-time,Mid-Senior level,,Marketing and Advertising,,0,9
8631,0,0,0,Full-time,,,,,0,19
8632,0,1,1,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0,14
8633,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Pharmaceuticals,Accounting/Auditing,0,11
8634,0,1,1,Full-time,Associate,Bachelor's Degree,Aviation & Aerospace,Engineering,0,6
8635,0,1,0,,,,,,0,12
8636,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Accounting/Auditing,0,11
8637,0,1,1,Full-time,,Bachelor's Degree,Marketing and Advertising,,0,12
8638,0,1,0,Full-time,Director,Master's Degree,Information Technology and Services,Management,0,4
8639,0,1,0,Full-time,,,,,0,10
8640,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,4
8641,1,1,0,Full-time,,,,,0,15
8642,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,11
8643,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8644,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Customer Service,0,10
8645,0,1,0,Full-time,Mid-Senior level,Unspecified,Market Research,Engineering,0,9
8646,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,10
8647,0,1,0,Full-time,Entry level,High School or equivalent,Accounting,Finance,1,9
8648,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,0,8
8649,0,0,1,Part-time,Associate,Bachelor's Degree,Accounting,Accounting/Auditing,0,15
8650,0,1,0,Full-time,Internship,Bachelor's Degree,Hospitality,Marketing,0,14
8651,0,1,1,,,,,,0,7
8652,0,1,1,Temporary,,,Cosmetics,Sales,0,13
8653,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,Consulting,0,6
8654,0,1,1,Full-time,,,Media Production,Manufacturing,1,6
8655,0,1,1,,,,,,0,9
8656,1,0,1,,,,,,0,19
8657,0,1,0,,,,,,0,13
8658,0,1,0,Full-time,,Bachelor's Degree,Computer Software,Information Technology,0,9
8659,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,5
8660,0,1,1,Full-time,Associate,Associate Degree,,Administrative,0,12
8661,0,1,1,Full-time,Entry level,Unspecified,Financial Services,Customer Service,0,11
8662,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Online Media,Information Technology,0,14
8663,0,1,1,Full-time,Associate,High School or equivalent,Oil & Energy,,0,19
8664,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0,3
8665,0,1,0,,,,,,0,12
8666,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Consulting,0,10
8667,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0,22
8668,0,1,1,,Associate,,Financial Services,,0,15
8669,0,1,0,Full-time,,,,,0,10
8670,0,1,0,Full-time,,,Building Materials,,0,9
8671,1,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0,11
8672,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Real Estate,Accounting/Auditing,0,11
8673,0,0,0,Full-time,Associate,Unspecified,Retail,Accounting/Auditing,0,9
8674,0,0,1,Full-time,,Unspecified,,,0,9
8675,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8676,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0,9
8677,0,1,0,Full-time,,Professional,Oil & Energy,Engineering,1,8
8678,0,1,1,Full-time,Associate,Bachelor's Degree,Human Resources,Human Resources,0,12
8679,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Production,0,9
8680,0,0,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Financial Analyst,1,6
8681,0,1,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Marketing,0,11
8682,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Business Analyst,0,9
8683,0,1,0,Full-time,Entry level,High School or equivalent,Accounting,Finance,1,9
8684,1,0,0,,Entry level,Some High School Coursework,,Administrative,1,33
8685,0,1,0,Full-time,Entry level,Unspecified,Consumer Services,Sales,0,13
8686,0,1,1,,,,,Other,0,8
8687,0,1,0,Full-time,Entry level,Unspecified,Consumer Services,Sales,0,13
8688,0,1,0,Full-time,Entry level,Unspecified,Consumer Services,Sales,0,13
8689,0,0,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Financial Analyst,1,6
8690,0,0,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Financial Analyst,1,8
8691,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8692,0,1,0,Full-time,Entry level,High School or equivalent,Accounting,Finance,1,9
8693,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,12
8694,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Business Development,0,9
8695,0,1,1,Full-time,,Master's Degree,,,0,10
8696,0,1,1,Contract,Mid-Senior level,Associate Degree,Information Technology and Services,Information Technology,0,16
8697,0,1,1,Full-time,Mid-Senior level,,Internet,Design,0,12
8698,0,1,1,Full-time,,,Internet,Marketing,0,8
8699,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Marketing,0,8
8700,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0,15
8701,0,1,0,,,,,,0,7
8702,1,0,0,,Entry level,Some High School Coursework,,Administrative,1,33
8703,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
8704,0,1,0,Full-time,,Master's Degree,Staffing and Recruiting,Information Technology,0,10
8705,0,1,0,Full-time,Associate,High School or equivalent,Computer Hardware,Management,0,11
8706,1,0,0,,Entry level,Some High School Coursework,,Administrative,1,33
8707,0,0,0,Full-time,,Bachelor's Degree,,,0,7
8708,0,1,1,Full-time,,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0,6
8709,0,1,1,Full-time,Associate,Bachelor's Degree,Outsourcing/Offshoring,Design,0,9
8710,0,1,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Information Technology,0,12
8711,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Engineering,0,10
8712,0,1,0,Full-time,Not Applicable,Unspecified,Information Technology and Services,Information Technology,0,10
8713,0,1,1,Full-time,Entry level,Bachelor's Degree,Telecommunications,Quality Assurance,0,11
8714,0,1,0,Full-time,Executive,Master's Degree,Marketing and Advertising,Marketing,0,17
8715,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Sales,0,11
8716,0,1,1,,,,,,0,11
8717,0,1,0,Full-time,,Bachelor's Degree,Online Media,Production,0,10
8718,0,1,0,,,,,,0,9
8719,0,0,0,,,,,,0,9
8720,0,1,1,Part-time,Associate,Bachelor's Degree,Nonprofit Organization Management,Administrative,0,12
8721,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,24
8722,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,1,9
8723,0,1,1,Full-time,Mid-Senior level,,Apparel & Fashion,,0,12
8724,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8725,0,1,1,,,,,,0,11
8726,0,1,1,Full-time,Associate,Bachelor's Degree,Online Media,Marketing,0,11
8727,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8728,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,20
8729,0,1,0,Part-time,Associate,Some College Coursework Completed,Entertainment,Production,0,6
8730,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Project Management,0,10
8731,0,1,1,,,,,,0,8
8732,0,1,0,,,,,,0,8
8733,0,1,0,Full-time,,,Information Technology and Services,Product Management,0,8
8734,0,1,0,Full-time,Associate,,Information Technology and Services,Production,0,5
8735,0,1,0,Full-time,Mid-Senior level,,Marketing and Advertising,Strategy/Planning,0,13
8736,0,1,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Other,0,10
8737,0,1,0,Full-time,Associate,Unspecified,Financial Services,Customer Service,0,11
8738,0,1,0,Full-time,Entry level,Unspecified,Information Technology and Services,Administrative,0,7
8739,0,1,0,,,,,,0,3
8740,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,9
8741,0,1,1,Full-time,,,,Training,0,16
8742,0,1,1,,,,,,0,12
8743,0,1,1,Full-time,Mid-Senior level,,Consumer Electronics,,0,10
8744,0,1,0,Full-time,,,Building Materials,,0,9
8745,0,1,1,Contract,Associate,,Information Technology and Services,,0,11
8746,0,1,0,Full-time,Executive,Master's Degree,Education Management,Finance,0,18
8747,0,1,1,Full-time,Entry level,,Accounting,Administrative,0,9
8748,0,1,1,Full-time,Entry level,High School or equivalent,Retail,Distribution,0,11
8749,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,6
8750,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
8751,0,1,1,,,,Internet,,0,14
8752,0,1,1,Full-time,,Bachelor's Degree,Internet,Engineering,0,8
8753,0,0,0,Part-time,Entry level,Unspecified,Food Production,,0,12
8754,0,1,1,Contract,,Certification,Hospital & Health Care,Health Care Provider,0,7
8755,0,1,1,Contract,Entry level,High School or equivalent,Information Technology and Services,Customer Service,0,20
8756,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Art/Creative,0,11
8757,0,0,0,Full-time,Mid-Senior level,Master's Degree,Import and Export,Quality Assurance,0,4
8758,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Sales,0,16
8759,0,1,1,,,,,,0,5
8760,0,1,1,Full-time,,,Internet,,0,7
8761,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Information Technology,0,8
8762,0,0,0,Full-time,,,Computer Software,,0,17
8763,1,1,0,,,,,,0,17
8764,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,27
8765,0,1,1,,Associate,,Oil & Energy,Purchasing,0,13
8766,1,1,1,,,,,,0,14
8767,1,1,1,,,,,,0,14
8768,0,1,0,Full-time,,,Events Services,Sales,0,6
8769,0,1,1,Part-time,,High School or equivalent,Hospital & Health Care,Health Care Provider,0,16
8770,0,1,1,,,,,,0,9
8771,0,0,0,Full-time,Mid-Senior level,Vocational - HS Diploma,Construction,Administrative,0,7
8772,0,1,0,,,,,,0,8
8773,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,11
8774,0,1,1,Other,Internship,Bachelor's Degree,Computer Software,Marketing,0,17
8775,0,1,1,Full-time,Entry level,Certification,Construction,Marketing,0,12
8776,0,0,0,Full-time,,High School or equivalent,Medical Devices,Health Care Provider,0,13
8777,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,23
8778,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Customer Service,0,11
8779,0,1,1,Part-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Human Resources,0,9
8780,0,1,1,Other,Internship,Bachelor's Degree,Computer Software,Engineering,0,20
8781,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,10
8782,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0,11
8783,0,1,1,Full-time,Mid-Senior level,Unspecified,Consumer Services,Marketing,0,12
8784,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Information Technology,0,10
8785,0,1,1,,,,,,0,6
8786,0,1,0,Full-time,Mid-Senior level,Unspecified,,Customer Service,0,6
8787,0,1,1,Full-time,,Bachelor's Degree,Education Management,,0,7
8788,0,1,0,Temporary,Mid-Senior level,,Computer Software,Information Technology,0,13
8789,0,1,0,Part-time,Internship,,Marketing and Advertising,,0,11
8790,0,1,0,,,,,,0,2
8791,0,1,0,Full-time,,,Financial Services,Administrative,0,13
8792,0,1,0,Full-time,,Bachelor's Degree,Education Management,Strategy/Planning,0,7
8793,0,1,0,Full-time,,,,,0,8
8794,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,24
8795,0,1,1,Full-time,Not Applicable,High School or equivalent,Warehousing,,0,14
8796,0,1,0,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Project Management,0,10
8797,0,1,1,Part-time,,Associate Degree,Medical Practice,Health Care Provider,0,11
8798,0,0,0,Full-time,,,,,0,14
8799,1,1,1,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,13
8800,1,1,0,Contract,Associate,Professional,Food & Beverages,Sales,0,11
8801,1,0,1,Full-time,Not Applicable,Professional,Education Management,Education,0,14
8802,0,1,1,Full-time,Director,,Marketing and Advertising,Design,0,11
8803,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Art/Creative,0,10
8804,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0,10
8805,0,1,1,Full-time,Mid-Senior level,,Construction,Sales,0,9
8806,0,0,0,Full-time,,,Computer Software,Marketing,0,11
8807,0,1,0,,,,,Engineering,0,8
8808,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
8809,0,1,0,Part-time,,,,Engineering,0,12
8810,0,1,1,Full-time,,,,,0,9
8811,0,1,0,Full-time,Not Applicable,Unspecified,Transportation/Trucking/Railroad,Other,0,11
8812,0,1,1,Full-time,Associate,Unspecified,Marketing and Advertising,Engineering,0,14
8813,0,1,1,Full-time,Entry level,High School or equivalent,Automotive,Business Development,0,10
8814,0,0,1,Full-time,Director,Bachelor's Degree,Marketing and Advertising,Marketing,0,11
8815,0,1,1,Full-time,Mid-Senior level,,Hospital & Health Care,,0,9
8816,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0,11
8817,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0,6
